ClientSK;Solde_Compte;Nb_Produits;Nb_Credits_Actifs;Nb_Transactions_Mois;Montant_Transaction_Moyen;Nb_Retraits_GAB_Mois;Nb_Paiements_CB_Mois;Taux_Utilisation_Decouvert;Nb_Connexions_App_Mois;Nb_Virements_En_Ligne_Mois;Score_Satisfaction;Nb_Reclamations_12mois;Solde_Moyen_3mois;Nb_Produits_Resilies_12mois;SegmentID;PackID;Age;Score_Credit;Anciennete_Annees;GouvernoratID;A_Quitte
69402;14584.50;2;1;11;443.19;6;0;19.5;6;1;2;0;15273.11;0;4;5;68;596;3;1;0
69403;18613.33;2;2;2;362.16;7;2;70.3;32;6;3;0;19588.37;0;4;6;44;687;1;2;0
69404;8411.99;1;0;12;797.69;11;9;43.0;20;14;4;0;9091.41;0;4;6;40;643;5;19;0
69405;17633.40;4;1;18;616.53;11;12;20.7;12;14;2;4;16359.80;2;4;2;26;494;0;1;1
69406;6515.43;3;1;12;81.02;8;4;0.0;36;7;4;1;6793.32;0;4;6;20;631;0;17;0
69407;38110.22;4;1;28;485.27;5;22;8.6;13;4;5;0;38998.81;0;2;7;26;702;1;3;0
69408;22962.57;3;0;20;788.44;4;21;57.9;32;14;4;1;25250.78;3;4;2;33;536;4;1;1
69409;21912.74;3;0;15;564.00;6;5;37.9;5;0;5;0;20953.16;0;4;5;34;624;2;1;0
69410;14817.93;4;0;33;424.97;14;22;47.5;34;11;5;0;13162.38;0;4;1;53;641;1;5;0
69411;531305.43;4;4;20;3649.65;7;12;45.9;3;1;3;0;493761.25;4;1;3;52;774;6;6;1
69412;192592.39;4;1;47;1193.48;3;27;33.3;4;0;4;0;180650.54;2;3;7;40;675;15;24;1
69413;99807.76;5;0;68;1148.67;3;45;25.2;28;2;5;0;109590.63;0;3;4;66;735;4;3;0
69414;9848.19;1;0;21;500.42;13;11;26.4;4;0;4;0;9929.08;0;4;5;46;559;3;3;0
69415;5307.83;1;1;11;709.44;12;8;32.1;10;5;3;0;5143.71;0;4;2;31;605;4;9;0
69416;10089.89;1;2;14;712.31;9;0;56.0;22;4;3;0;10953.26;1;4;5;18;586;1;10;1
69417;23415.73;1;0;10;754.67;6;2;34.5;19;7;4;0;23878.85;0;4;5;27;615;4;5;0
69418;590472.54;5;2;39;1015.71;9;35;26.9;7;0;4;0;527678.82;0;1;3;51;771;16;6;0
69419;222545.75;6;1;34;4309.05;1;30;53.5;34;5;3;1;206762.89;1;1;3;52;697;0;2;1
69420;12982.18;3;1;3;638.21;8;3;41.1;20;5;5;0;12787.37;0;4;2;32;635;1;5;0
69421;1357.15;1;0;1;785.57;7;0;9.5;20;11;4;0;1534.79;2;4;1;74;567;0;6;1
69422;190876.00;5;1;44;2609.53;3;19;49.5;4;1;5;0;214953.90;0;3;4;46;709;13;3;0
69423;50271.73;4;3;28;532.46;13;13;51.1;19;7;4;0;43633.02;0;2;7;27;670;4;23;0
69424;8414.91;1;2;17;310.19;2;11;33.8;30;9;4;0;8702.44;0;4;6;22;643;12;7;0
69425;17545.90;3;0;16;238.52;4;12;3.1;2;0;4;0;18094.05;0;4;6;29;585;2;3;0
69426;236182.85;4;0;39;1753.13;7;22;8.5;8;0;4;0;202704.34;0;3;4;61;731;3;7;0
69427;12745.11;3;0;23;402.88;10;13;17.7;33;13;4;0;11449.37;0;4;5;28;658;1;15;0
69428;15662.58;2;1;8;107.03;0;0;83.0;40;2;3;0;15506.20;3;4;1;33;594;2;9;1
69429;594636.41;7;3;38;606.50;8;25;18.4;0;2;5;0;551215.30;0;1;3;48;794;0;17;0
69430;78475.44;5;2;44;371.48;12;28;0.0;11;0;5;0;86264.33;0;3;3;33;730;0;1;0
69431;2309.02;3;2;5;643.81;3;7;2.8;31;7;4;0;2110.81;0;4;5;33;630;3;22;0
69432;228995.20;4;0;33;2002.00;8;20;61.4;39;9;4;0;246584.69;0;3;4;55;694;16;1;0
69433;115688.59;3;1;32;1362.10;9;16;55.3;7;1;3;1;128088.01;0;2;3;63;612;6;1;0
69434;4469.80;1;0;0;251.08;15;3;29.2;34;7;3;0;5072.15;0;4;2;21;571;0;7;0
69435;22785.85;1;2;8;252.00;7;5;4.8;15;10;2;4;21738.40;2;4;6;26;465;5;9;1
69436;157259.33;3;1;42;1255.61;11;19;0.0;53;9;4;0;147681.82;0;3;3;56;649;14;1;0
69437;12981.43;2;1;21;458.82;12;16;56.0;3;3;3;1;14323.24;1;4;1;24;466;2;19;1
69438;23355.90;2;0;9;642.32;7;7;62.5;26;12;4;0;19956.93;0;4;5;28;536;2;7;0
69439;12162.62;1;1;11;618.81;10;7;40.3;43;12;4;0;12338.76;2;4;1;22;550;7;1;0
69440;52127.39;4;0;33;2757.36;5;16;35.8;37;10;5;0;44529.08;0;3;4;37;757;13;7;0
69441;678116.46;8;2;30;3365.60;17;23;0.4;4;0;5;0;773799.88;0;1;7;55;806;1;9;0
69442;26764.04;5;0;17;612.27;9;5;38.5;7;0;5;0;23769.39;0;2;7;53;720;2;7;0
69443;789849.46;7;1;37;2168.25;3;21;57.4;20;4;5;0;781495.62;0;1;7;40;751;2;1;0
69444;115073.11;4;0;17;987.80;10;6;9.0;36;11;4;0;119889.22;0;2;3;40;721;5;9;0
69445;11965.58;3;0;22;320.33;13;8;48.2;48;4;3;0;11383.80;0;4;1;26;664;4;2;0
69446;12370.00;2;2;17;214.81;9;7;11.4;25;5;3;1;11669.70;2;4;5;41;548;14;1;0
69447;14265.41;1;0;21;168.84;11;13;67.1;30;4;4;0;12537.15;0;4;6;20;510;2;15;0
69448;108765.67;2;0;19;521.24;5;11;87.1;40;7;4;0;118328.31;0;2;7;40;640;3;15;0
69449;90924.30;8;0;39;688.42;12;23;62.9;8;0;4;0;85398.60;1;1;7;36;800;7;2;0
69450;219869.82;6;0;20;2659.70;6;12;0.0;26;9;4;0;226702.99;0;3;3;26;733;4;5;0
69451;2715.00;2;2;5;637.13;11;5;37.4;2;2;3;0;3047.27;0;4;5;39;624;2;8;0
69452;22001.14;3;1;16;207.31;4;10;42.6;41;12;3;1;22893.72;0;4;6;32;563;2;6;0
69453;676563.93;7;0;45;3639.48;6;24;2.3;24;4;4;0;738033.71;0;1;3;46;723;6;3;0
69454;12217.96;1;2;3;656.91;13;3;58.0;2;4;4;0;11909.82;1;4;6;23;625;1;1;1
69455;55362.37;7;0;46;3028.99;8;28;0.0;31;12;5;0;52659.83;1;3;4;35;701;6;2;0
69456;9581.14;2;1;26;368.04;8;20;0.0;38;14;4;0;9784.13;1;4;5;41;666;1;1;0
69457;67236.06;5;0;29;459.87;7;18;28.6;50;6;4;0;59061.57;0;3;4;27;743;2;9;0
69458;31650.32;6;1;38;2871.48;2;25;6.0;2;0;5;0;28071.82;1;3;7;61;634;6;7;0
69459;100023.23;7;0;37;1896.21;2;24;58.3;5;1;4;0;101252.95;0;3;4;52;757;7;9;0
69460;58708.79;7;0;47;2548.89;2;24;34.0;6;1;5;0;51738.10;0;3;3;68;717;4;6;0
69461;84214.48;6;1;17;1783.59;13;10;48.2;3;1;4;0;81724.32;0;2;5;31;686;4;1;0
69462;50130.16;4;1;31;1368.83;2;22;36.8;18;8;4;0;45816.16;0;3;3;30;721;13;22;0
69463;42687.16;3;0;28;1623.80;8;20;0.6;23;12;4;0;40520.80;0;2;3;79;674;5;13;0
69464;22806.48;3;1;24;411.59;4;7;36.8;4;0;4;0;23765.25;0;4;5;34;568;2;15;0
69465;979.10;3;0;14;626.44;10;8;40.3;19;4;3;0;1032.82;3;4;1;36;555;4;4;1
69466;99539.63;6;0;41;1481.05;7;24;2.1;52;7;4;2;95977.47;0;3;4;26;624;4;12;0
69467;17055.36;3;2;25;720.29;10;13;0.7;2;1;3;0;15800.41;0;4;1;45;679;4;5;0
69468;314793.85;6;2;26;3820.09;5;14;49.6;7;0;4;0;300002.21;2;1;7;63;760;4;7;1
69469;226503.57;3;0;21;681.40;6;9;0.0;1;0;3;1;194344.49;0;3;7;71;810;15;2;0
69470;24015.68;3;0;16;223.38;8;11;77.0;21;7;4;0;23866.90;2;4;1;37;538;2;12;0
69471;21315.64;2;1;14;425.24;14;5;62.1;32;4;4;0;19215.20;0;4;2;38;598;4;6;0
69472;2083.50;3;2;0;174.84;6;2;7.7;28;6;3;0;2263.51;1;4;5;36;641;4;18;0
69473;6643.98;2;2;17;662.68;8;13;79.2;21;18;4;0;7015.73;1;4;5;23;576;11;9;0
69474;204826.82;5;0;49;1799.49;9;29;0.0;10;3;4;0;177493.15;0;3;7;48;751;1;17;0
69475;217859.24;5;2;46;576.45;7;25;32.5;39;12;4;0;233190.07;0;3;4;63;692;1;4;0
69476;24800.25;3;1;13;390.83;0;0;52.6;3;1;3;0;28385.64;1;4;5;71;533;0;21;0
69477;3083.50;1;1;23;344.94;9;7;78.8;14;9;4;0;3134.32;2;4;2;22;575;4;18;1
69478;69266.48;7;0;20;980.28;14;15;47.2;0;0;3;1;59571.51;1;3;4;25;655;5;9;1
69479;20477.69;1;0;18;680.84;12;8;26.3;9;1;3;0;18984.73;3;4;5;74;660;0;22;1
69480;175997.96;4;0;40;954.61;10;22;65.0;16;11;3;3;175273.39;3;3;3;34;638;4;1;1
69481;19420.13;3;0;22;1771.74;4;17;56.3;2;0;2;3;20237.00;4;2;7;46;622;5;1;1
69482;223637.67;5;0;39;971.91;6;21;20.6;21;12;5;0;229251.27;0;3;4;44;685;2;24;0
69483;7979.62;3;1;9;511.27;7;4;13.6;37;13;4;0;9138.65;0;4;1;22;555;3;15;0
69484;96578.38;7;0;52;1852.36;8;27;32.1;2;1;4;0;110195.14;0;3;3;76;698;4;1;0
69485;54541.85;4;0;26;1518.04;11;12;71.0;37;10;4;0;49041.39;0;2;3;37;726;10;1;0
69486;59355.13;5;0;32;1301.73;3;19;40.9;2;0;5;0;52592.39;0;3;3;61;701;2;23;0
69487;6285.43;3;1;21;419.15;12;18;44.4;4;2;5;0;6496.42;0;4;2;64;602;2;16;0
69488;236202.48;7;1;42;2594.91;8;19;56.5;26;3;4;1;248864.60;0;3;3;30;609;4;16;0
69489;4751.86;4;0;10;735.67;9;7;59.5;20;9;4;1;4079.14;0;4;1;40;583;2;11;0
69490;11573.39;1;3;0;732.10;7;0;100.0;43;7;5;0;11465.56;2;4;1;32;605;4;1;1
69491;244533.02;3;0;42;1456.53;5;29;35.7;4;2;4;0;216647.12;0;3;7;35;773;1;1;0
69492;11878.88;2;2;22;719.61;10;14;51.4;5;0;4;1;12319.77;1;4;5;23;534;5;15;1
69493;740613.25;6;3;34;2660.83;8;25;40.1;4;0;4;0;648371.01;0;1;3;42;768;13;1;0
69494;152870.88;6;0;34;2468.23;11;23;44.4;1;2;4;1;168098.50;0;3;7;46;615;1;14;0
69495;112119.85;4;0;18;423.19;7;10;26.9;21;9;5;0;111690.86;1;2;7;43;712;14;3;0
69496;15362.25;1;3;11;330.85;9;10;34.0;2;0;4;0;16254.49;0;4;5;54;636;6;4;0
69497;94112.88;7;0;31;1730.87;5;15;66.0;3;0;5;0;83895.70;0;3;4;62;693;15;7;0
69498;2889.32;2;3;12;378.79;8;4;42.8;40;15;4;0;3006.57;3;4;1;23;629;1;9;1
69499;115060.86;4;1;37;1894.33;3;20;28.0;47;12;4;0;124821.78;3;3;4;46;728;4;1;1
69500;22361.39;4;0;11;259.45;9;6;37.3;27;1;5;0;22832.77;3;4;6;22;524;7;9;1
69501;12323.35;1;0;18;702.25;6;19;0.0;0;1;4;0;11198.44;0;4;5;48;599;1;18;0
69502;42084.83;5;1;28;625.65;5;13;32.7;6;0;4;0;46975.41;0;2;5;54;704;10;24;0
69503;5233.33;2;2;21;193.98;7;7;9.4;2;1;4;1;5423.31;0;4;5;65;567;2;8;0
69504;21841.83;2;2;17;566.33;8;10;18.1;33;4;3;0;19392.22;0;4;1;48;666;9;9;0
69505;206803.96;7;3;39;3119.53;1;25;31.7;28;4;5;0;211301.14;0;3;4;39;683;9;3;0
69506;80484.86;3;0;43;1507.45;9;30;10.9;33;7;5;0;91172.50;0;2;3;34;688;4;5;0
69507;95979.51;2;3;31;1056.12;5;13;81.7;5;2;3;0;92271.97;0;2;5;59;656;1;2;0
69508;1511.62;2;0;24;671.45;7;8;35.0;6;0;3;0;1440.41;0;4;1;47;572;2;6;0
69509;11550.48;2;2;10;238.65;6;11;70.4;5;2;4;0;10368.28;0;4;6;62;608;3;3;0
69510;79916.34;5;0;13;143.14;0;5;12.2;5;0;4;0;91243.87;0;2;5;52;753;4;9;0
69511;461076.57;8;1;38;2235.32;11;26;57.4;0;0;5;0;454746.65;1;1;7;60;733;1;2;0
69512;23358.96;1;0;10;507.01;1;5;16.2;4;13;4;0;22889.89;2;4;5;28;497;1;1;1
69513;23682.47;2;0;11;663.95;6;7;16.7;17;12;4;0;24727.76;0;4;2;26;697;14;14;0
69514;90010.06;4;3;36;189.36;12;20;61.1;46;4;5;0;83841.16;0;2;5;30;701;11;1;0
69515;4427.20;1;0;23;229.78;4;6;20.2;39;8;4;0;4018.03;1;4;1;18;706;14;15;0
69516;58355.80;3;1;25;1387.54;1;16;73.6;27;6;3;0;55505.03;0;2;7;42;727;2;4;0
69517;4260.26;1;0;13;558.30;0;6;24.3;15;10;3;0;4676.29;1;4;5;61;607;6;3;0
69518;123476.19;4;1;52;1688.38;4;26;9.7;4;0;4;0;134479.13;0;3;3;61;760;1;1;0
69519;8707.28;1;0;12;764.66;8;6;38.5;24;0;4;0;9668.37;0;4;5;50;686;1;4;0
69520;4805.84;3;0;9;553.33;5;2;27.4;15;14;4;0;4103.30;0;4;5;25;659;15;2;0
69521;29994.14;6;0;37;530.19;8;16;39.2;1;0;4;0;31631.19;0;2;7;52;702;3;7;0
69522;270235.69;7;2;32;1733.78;1;27;40.4;4;0;4;0;239125.65;1;1;3;51;756;0;22;0
69523;183324.74;4;0;40;1972.26;6;25;29.2;33;4;4;0;183034.50;0;3;7;36;714;0;7;0
69524;19517.83;1;2;20;556.29;7;15;38.8;0;0;3;0;18062.32;1;4;6;66;635;4;3;0
69525;3744.42;3;1;13;230.36;5;6;17.5;23;7;5;0;3783.69;0;4;5;20;544;5;24;0
69526;229376.71;3;0;31;867.07;10;11;26.8;35;10;4;0;207242.80;0;3;7;20;730;4;1;0
69527;24067.00;1;2;12;63.22;13;7;32.0;37;11;4;0;27595.12;0;4;5;40;502;14;1;0
69528;14476.99;3;2;15;692.17;6;14;45.9;3;0;5;0;15497.60;0;4;1;71;650;2;18;0
69529;148813.30;7;3;37;2817.20;2;28;19.1;38;1;5;0;166149.88;0;1;7;59;760;1;9;0
69530;19858.61;1;0;25;73.35;7;18;46.9;1;0;3;1;20944.65;1;4;6;65;548;0;9;1
69531;195089.51;4;1;43;274.05;0;27;63.5;7;0;5;0;201257.06;0;3;4;19;770;2;5;0
69532;17605.23;4;0;20;747.94;11;14;51.8;28;8;5;0;16525.37;0;4;2;21;567;8;16;0
69533;24008.87;2;3;33;763.82;6;5;52.2;33;3;5;0;27602.35;0;4;2;54;553;2;19;0
69534;87222.69;3;1;22;225.35;4;18;10.2;31;4;5;0;95771.12;4;2;3;63;643;6;8;1
69535;605.34;3;0;23;439.81;9;8;10.3;26;6;4;0;531.79;0;4;6;49;563;2;22;0
69536;20390.40;2;1;23;618.05;15;14;63.5;33;9;4;0;19948.74;0;4;6;31;634;9;2;0
69537;2447.79;3;0;19;285.70;8;9;24.1;0;0;3;1;2241.81;1;4;6;53;563;0;15;1
69538;69741.50;6;0;49;2787.93;10;25;46.8;2;1;4;0;62238.81;0;3;7;45;725;4;9;0
69539;131568.50;4;2;45;2475.61;0;30;31.8;18;9;4;0;137026.99;0;3;7;40;629;14;4;0
69540;12371.52;1;0;5;221.23;8;1;7.8;40;5;4;0;11974.59;0;4;1;42;636;3;9;0
69541;9295.73;1;0;19;521.24;5;20;30.4;2;0;3;0;9119.51;0;4;1;35;570;0;1;0
69542;3450.21;4;1;19;415.93;4;10;45.2;27;10;4;0;2970.36;3;4;6;24;570;5;1;1
69543;5423.01;2;2;14;220.52;10;12;74.0;1;0;4;0;4940.88;0;4;2;22;584;5;17;0
69544;134060.24;5;1;42;245.72;11;21;31.1;28;3;4;0;153837.78;1;3;4;26;731;8;1;0
69545;22646.83;4;1;27;1009.91;9;19;59.5;0;0;4;0;23183.90;0;3;3;49;741;0;9;0
69546;18989.60;2;2;11;306.73;2;12;23.0;38;14;4;0;16661.38;0;4;5;59;531;1;1;0
69547;17662.35;2;0;16;107.43;9;3;38.6;25;6;3;1;15884.27;0;4;6;24;522;1;6;0
69548;22505.96;2;2;3;284.35;18;4;11.1;18;12;4;0;22090.07;0;4;6;37;554;2;1;0
69549;1161.29;1;0;11;277.78;12;8;63.9;0;0;4;0;1073.65;0;4;5;48;600;9;2;0
69550;1159.15;1;0;20;460.27;11;8;28.1;7;0;4;0;1065.96;0;4;2;46;605;4;9;0
69551;12512.99;4;0;15;444.27;10;12;69.5;0;1;4;0;11688.83;0;4;1;58;564;2;1;0
69552;24493.22;3;2;16;129.06;0;13;0.0;5;10;3;0;21925.82;3;4;6;32;544;2;8;1
69553;199621.97;5;1;32;3025.93;7;13;37.6;42;0;4;0;181778.92;0;3;4;51;767;8;3;0
69554;156347.82;3;0;41;1925.85;9;26;56.0;37;7;5;0;178569.23;0;3;4;49;732;1;3;0
69555;10377.83;3;0;20;83.06;3;16;51.6;44;6;5;0;10147.76;0;4;6;31;595;3;16;0
69556;12671.88;1;1;0;191.90;14;2;38.9;0;0;4;0;12838.97;0;4;6;34;530;4;1;0
69557;142511.45;5;1;34;2036.29;7;10;27.0;37;7;4;0;145005.36;0;3;3;20;721;5;1;0
69558;82238.30;4;2;32;533.27;5;19;88.6;29;7;3;2;72375.78;0;3;4;19;660;3;2;0
69559;153566.52;5;2;48;2355.56;5;26;26.5;24;10;5;0;142740.80;0;3;7;41;745;15;18;0
69560;13992.96;1;0;17;87.01;5;10;33.7;20;15;1;4;15099.60;3;4;6;37;450;5;11;1
69561;18414.31;2;1;19;743.83;1;16;40.3;24;6;3;2;20215.28;3;4;2;33;508;1;1;1
69562;228183.11;3;1;40;1365.28;9;26;23.9;22;1;5;0;241446.26;0;3;4;21;724;4;2;0
69563;906.83;4;1;12;207.05;6;4;12.3;35;6;5;0;976.31;0;4;5;28;520;2;1;0
69564;137347.65;5;2;34;2264.31;12;26;70.9;3;0;4;0;138816.50;0;3;4;63;738;7;1;0
69565;15736.09;3;1;17;500.13;12;16;0.0;3;0;4;0;13698.70;0;4;6;46;606;8;14;0
69566;10383.45;2;0;24;775.47;9;19;38.6;31;0;2;4;10154.32;4;4;1;23;451;4;12;1
69567;18702.36;2;3;27;212.80;0;20;48.2;35;9;4;0;20022.21;0;4;1;40;657;6;7;0
69568;78261.64;6;0;39;1242.42;1;18;77.7;40;10;2;3;73916.86;1;3;4;37;642;1;2;1
69569;117684.64;2;0;20;432.83;9;13;34.2;27;9;4;0;118158.72;2;2;3;47;817;12;7;0
69570;3651.67;3;0;16;716.30;7;4;55.0;39;5;3;0;3264.32;1;4;1;29;572;2;1;0
69571;174467.43;3;0;41;1067.62;9;16;38.7;4;0;5;0;179281.09;0;3;3;56;667;12;17;0
69572;17547.14;2;1;18;351.27;12;8;36.1;4;0;4;0;18215.03;0;4;6;30;599;3;12;0
69573;56981.86;7;3;47;3109.08;0;28;5.0;25;0;5;0;56757.56;1;3;3;35;711;2;1;0
69574;23987.15;2;2;28;349.60;7;14;11.6;8;1;4;0;23934.08;0;4;6;62;585;0;1;0
69575;111264.57;6;0;35;2557.41;6;23;35.4;25;7;3;4;112958.03;1;3;3;48;605;3;1;0
69576;161519.62;6;0;45;2064.64;6;29;9.7;2;1;4;1;181790.94;1;3;4;41;704;5;22;1
69577;7389.64;3;1;9;157.78;12;9;47.3;6;2;4;0;6591.28;0;4;6;64;661;2;15;0
69578;27527.67;3;3;44;872.39;7;27;44.3;6;0;4;0;27650.89;0;3;4;55;814;6;2;0
69579;755820.94;6;0;39;858.80;12;27;31.9;0;0;4;0;834601.40;0;1;7;52;783;3;13;0
69580;535.51;4;0;19;627.14;13;12;52.0;38;6;5;0;604.77;0;4;1;27;552;6;6;0
69581;21965.68;3;0;20;176.77;5;0;45.6;11;8;5;0;19043.57;1;4;2;18;584;2;23;1
69582;3166.82;3;0;29;443.46;8;21;42.5;0;0;4;0;2788.29;2;4;1;34;599;0;3;0
69583;304370.04;6;1;23;4108.88;9;21;48.5;20;6;5;0;319934.66;1;1;3;27;841;3;22;0
69584;8785.81;1;0;22;702.24;6;13;79.3;32;13;2;4;8131.97;0;4;6;65;441;2;1;0
69585;11052.05;1;2;23;365.18;3;14;55.1;27;14;4;0;10465.76;0;4;6;20;635;1;1;0
69586;212276.26;4;1;51;549.63;8;36;67.4;4;0;4;0;238213.69;0;3;4;32;662;3;1;0
69587;8076.53;3;0;27;651.02;10;15;33.5;10;1;4;4;8896.94;2;4;5;18;531;5;2;0
69588;20631.16;5;0;31;1867.22;8;10;0.0;51;10;4;0;23574.50;0;3;7;39;805;3;13;0
69589;212737.89;5;2;26;2788.71;7;9;43.0;7;2;4;0;208359.17;0;3;4;36;732;13;3;0
69590;212353.34;6;1;49;3157.42;9;37;37.3;0;0;5;0;242761.63;0;3;3;63;677;0;1;0
69591;20326.77;2;0;2;162.68;7;8;0.0;8;1;3;0;21215.07;2;4;6;40;534;5;3;1
69592;183523.57;3;0;33;492.37;10;18;22.0;24;15;2;1;197997.18;1;3;7;41;686;1;9;1
69593;590619.33;5;4;36;1025.38;11;24;64.9;44;10;4;0;554990.82;0;1;7;36;766;13;12;0
69594;23330.76;1;0;25;623.67;8;14;18.9;12;6;3;1;24305.17;1;4;2;49;540;2;1;1
69595;69265.30;5;3;38;1107.14;5;28;73.8;29;5;5;0;72500.03;0;3;4;37;789;1;2;0
69596;525087.90;6;1;37;4106.91;8;21;41.2;23;11;5;0;490618.36;0;1;7;27;798;4;7;0
69597;3578.58;4;1;22;271.86;14;14;25.9;26;5;5;0;3120.03;1;4;5;28;576;3;1;0
69598;6110.57;4;3;6;196.86;9;8;58.2;2;0;5;0;5553.20;0;4;1;48;571;1;18;0
69599;10553.88;2;0;12;337.35;11;4;0.7;6;0;3;0;9265.14;4;4;1;33;639;0;3;1
69600;20443.39;1;1;29;638.72;11;10;60.3;49;9;5;0;17422.55;1;4;5;57;636;0;4;0
69601;14909.36;3;2;19;453.36;6;6;5.5;4;0;5;0;12736.23;1;4;2;73;596;1;3;0
69602;115278.53;5;0;15;1484.77;4;13;39.0;7;2;4;0;117895.33;0;2;5;49;730;5;1;0
69603;21814.90;1;0;4;229.02;6;11;6.6;7;0;3;1;20525.95;3;4;2;72;547;8;2;1
69604;44536.96;4;2;26;2190.19;9;18;8.3;0;1;3;0;38974.99;0;3;3;71;729;5;10;0
69605;215983.53;6;1;27;2889.69;2;15;36.3;22;9;4;0;238081.23;0;3;7;32;710;5;1;0
69606;7035.98;1;0;31;53.98;5;18;8.1;19;8;5;0;7409.34;0;4;2;25;588;3;18;0
69607;14970.86;1;1;27;404.64;7;15;60.0;51;3;5;0;14979.10;2;4;6;23;597;0;19;1
69608;84243.16;5;1;42;2278.97;5;26;59.1;23;16;5;0;89369.67;0;3;4;18;738;11;2;0
69609;113957.25;5;0;33;1487.71;7;21;86.4;39;12;5;0;120607.74;1;2;7;40;684;2;9;0
69610;116693.46;3;0;18;1196.54;7;6;50.4;34;10;4;0;110767.53;1;2;3;25;711;2;3;0
69611;47657.58;3;0;43;1946.08;7;33;50.5;11;11;4;0;43683.26;2;2;3;56;723;2;14;0
69612;6958.51;1;0;10;75.60;5;11;76.0;2;0;3;2;7342.55;0;4;5;77;498;2;16;0
69613;9937.82;1;2;26;776.43;13;7;62.5;30;10;3;0;9018.91;0;4;1;25;560;1;23;0
69614;14602.26;2;0;15;754.24;16;5;22.5;3;0;4;0;13111.73;0;4;2;74;623;1;2;0
69615;23146.31;2;1;18;482.53;5;14;23.9;25;13;4;0;24185.92;0;4;1;31;522;11;5;0
69616;216530.33;3;1;42;1951.94;6;21;44.0;48;3;4;0;197572.27;1;3;7;43;733;9;16;0
69617;19838.60;1;0;9;511.25;4;8;58.3;1;3;3;0;18987.52;2;4;6;44;605;4;5;1
69618;21321.35;2;2;16;154.14;0;5;39.7;5;0;4;0;22328.82;1;4;6;64;608;3;3;1
69619;218627.01;5;0;41;1308.60;1;28;32.5;4;0;5;0;221472.08;0;3;7;57;688;3;15;0
69620;7344.76;3;1;22;351.47;9;5;53.4;4;0;4;0;6300.27;0;4;5;68;578;2;4;0
69621;7551.30;4;0;12;374.88;7;6;0.0;2;7;4;0;8382.47;0;4;6;40;612;2;1;0
69622;180635.47;4;0;47;525.97;14;32;88.4;39;6;5;0;170104.06;0;3;3;30;722;0;1;0
69623;3375.67;3;0;25;589.45;11;14;43.7;8;0;3;0;3310.83;0;4;5;30;597;6;1;0
69624;11272.41;2;0;21;329.16;7;5;16.7;0;3;4;0;9692.39;0;4;5;25;539;1;1;0
69625;23711.02;1;1;20;118.66;3;19;0.0;40;11;3;0;25588.43;0;4;2;48;606;0;13;0
69626;217282.29;4;1;27;2932.68;11;18;37.0;0;0;3;1;190639.64;0;3;7;34;690;4;6;0
69627;51715.57;3;0;25;1954.88;11;13;55.2;21;5;4;0;51627.98;3;2;5;40;779;5;9;1
69628;72899.55;6;1;37;250.29;12;24;17.5;10;0;5;0;62577.47;1;2;7;64;708;2;3;0
69629;132389.47;3;1;31;1144.52;7;13;80.0;37;8;4;0;123131.66;0;3;3;38;642;0;6;0
69630;78155.96;4;1;17;831.53;7;13;28.7;23;4;5;0;84985.31;0;2;7;43;652;4;1;0
69631;15862.76;3;1;21;199.67;8;10;18.6;35;4;4;0;14302.24;0;4;1;51;612;2;6;0
69632;107037.46;5;0;47;655.23;5;29;56.6;31;9;4;0;99821.97;0;3;3;42;653;2;5;0
69633;205387.08;6;4;15;3618.27;7;3;27.5;3;0;4;0;207537.15;1;1;3;57;824;9;18;0
69634;20716.84;1;1;21;395.21;4;12;44.2;22;5;4;0;22105.42;2;4;6;30;629;4;1;1
69635;100200.71;3;2;46;310.28;5;26;48.1;7;1;3;0;92762.52;1;3;4;40;656;9;16;1
69636;10949.30;3;1;17;348.26;7;17;32.0;18;1;3;0;10100.82;0;4;2;32;568;3;5;0
69637;28206.38;4;0;26;797.28;0;15;14.3;35;0;4;0;24317.24;0;2;5;41;727;2;9;0
69638;21628.44;5;2;47;1077.67;10;28;4.3;37;8;4;0;22323.85;1;3;7;24;749;16;4;0
69639;56159.45;5;0;45;921.76;5;32;20.1;3;2;4;0;64222.12;1;3;3;40;705;2;6;0
69640;237544.13;3;0;45;1926.82;11;22;62.5;17;0;4;0;260267.83;0;3;4;27;726;0;6;0
69641;8314.52;2;1;15;481.09;12;14;9.4;27;15;5;0;9122.86;1;4;6;28;570;0;1;1
69642;10422.41;1;0;12;571.16;8;15;0.0;27;7;3;2;9030.40;4;4;5;25;582;3;1;1
69643;63252.05;3;0;26;144.65;10;9;12.0;0;1;4;0;71690.95;1;2;3;62;658;2;6;1
69644;6413.02;2;0;10;326.14;11;8;23.5;21;6;4;0;6099.49;0;4;1;21;569;2;12;0
69645;233945.84;5;3;37;1357.58;10;23;71.0;5;0;4;0;219622.63;0;3;7;49;714;1;3;0
69646;275435.71;6;1;38;2742.96;4;27;34.3;28;9;3;0;256500.88;0;1;3;48;800;8;1;0
69647;118642.72;7;1;37;3692.62;7;22;54.2;26;9;5;0;104049.15;0;1;3;34;814;0;15;0
69648;94657.08;4;1;30;2847.79;15;13;55.7;9;11;4;0;103972.55;0;1;7;41;783;3;1;0
69649;95968.24;2;0;29;1580.29;9;15;30.4;25;8;4;0;83868.36;0;2;7;28;701;4;8;0
