ClientSK;Score_Churn;Classe_Risque
61552;0.0;Faible
61553;0.0;Faible
61554;0.0;Faible
61555;0.0;Faible
61556;0.0;Faible
61557;0.0;Faible
61558;0.0;Faible
61559;0.0;Faible
61560;0.0;Faible
61562;0.0;Faible
61563;0.0;Faible
61564;0.0;Faible
61565;12.7;Faible
61566;9.0;Faible
61569;0.0;Faible
61570;0.0;Faible
61572;0.0;Faible
61574;0.0;Faible
61575;0.0;Faible
61576;28.2;Faible
61577;15.5;Faible
61578;0.0;Faible
61579;0.0;Faible
61580;0.0;Faible
61586;0.0;Faible
61587;0.1;Faible
61588;15.5;Faible
61590;0.0;Faible
61591;0.0;Faible
61592;0.0;Faible
61593;0.0;Faible
61595;1.1;Faible
61596;0.0;Faible
61597;31.9;Modere
61598;0.0;Faible
61599;0.0;Faible
61600;0.0;Faible
61601;0.0;Faible
61602;0.0;Faible
61603;0.0;Faible
61604;0.0;Faible
61605;0.0;Faible
61606;0.0;Faible
61607;68.6;Eleve
61608;0.0;Faible
61609;26.1;Faible
61610;0.0;Faible
61611;0.0;Faible
61612;0.0;Faible
61613;0.0;Faible
61614;0.0;Faible
61616;0.0;Faible
61617;0.0;Faible
61618;0.0;Faible
61619;0.0;Faible
61620;0.0;Faible
61621;0.0;Faible
61622;0.0;Faible
61623;0.0;Faible
61624;25.9;Faible
61625;0.0;Faible
61626;0.0;Faible
61628;0.0;Faible
61629;0.0;Faible
61630;26.5;Faible
61632;0.0;Faible
61633;0.0;Faible
61634;8.3;Faible
61635;0.0;Faible
61637;27.2;Faible
61640;0.0;Faible
61642;0.0;Faible
61643;39.6;Modere
61645;0.0;Faible
61646;0.0;Faible
61647;22.1;Faible
61649;0.0;Faible
61650;0.0;Faible
61651;0.0;Faible
61652;0.0;Faible
61654;0.0;Faible
61655;0.0;Faible
61656;0.0;Faible
61657;3.2;Faible
61659;0.0;Faible
61660;0.0;Faible
61662;0.0;Faible
61664;0.0;Faible
61665;0.0;Faible
61666;0.0;Faible
61668;0.0;Faible
61669;0.0;Faible
61670;0.0;Faible
61671;0.0;Faible
61672;0.0;Faible
61674;0.0;Faible
61675;0.0;Faible
61676;0.0;Faible
61678;16.3;Faible
61679;55.9;Eleve
61681;0.0;Faible
61683;0.0;Faible
61684;0.0;Faible
61685;70.5;Critique
61687;0.0;Faible
61689;0.0;Faible
61690;0.0;Faible
61692;0.0;Faible
61694;0.0;Faible
61695;0.0;Faible
61696;0.0;Faible
61697;0.0;Faible
61698;0.0;Faible
61699;0.0;Faible
61702;0.0;Faible
61703;0.0;Faible
61705;60.9;Eleve
61706;0.0;Faible
61707;0.0;Faible
61709;52.0;Eleve
61710;0.0;Faible
61711;0.0;Faible
61712;10.9;Faible
61713;0.0;Faible
61714;0.0;Faible
61716;14.0;Faible
61717;0.0;Faible
61718;0.0;Faible
61719;35.9;Modere
61720;0.0;Faible
61721;0.0;Faible
61724;15.9;Faible
61725;0.0;Faible
61726;0.0;Faible
61727;0.0;Faible
61728;0.0;Faible
61729;0.0;Faible
61730;0.0;Faible
61731;0.0;Faible
61732;0.0;Faible
61733;0.0;Faible
61734;0.0;Faible
61735;0.0;Faible
61736;0.0;Faible
61737;0.0;Faible
61738;0.0;Faible
61740;0.0;Faible
61741;0.0;Faible
61742;0.0;Faible
61743;45.7;Modere
61744;0.0;Faible
61745;0.0;Faible
61746;0.0;Faible
61747;0.0;Faible
61748;0.0;Faible
61752;0.0;Faible
61753;7.0;Faible
61754;0.0;Faible
61755;0.0;Faible
61756;0.0;Faible
61757;0.0;Faible
61758;0.0;Faible
61759;0.0;Faible
61760;0.0;Faible
61761;0.0;Faible
61762;0.0;Faible
61763;0.0;Faible
61764;0.0;Faible
61765;61.6;Eleve
61766;0.0;Faible
61767;0.0;Faible
61769;0.0;Faible
61770;0.0;Faible
61771;0.0;Faible
61772;0.0;Faible
61773;0.0;Faible
61774;0.0;Faible
61775;0.0;Faible
61776;0.0;Faible
61777;0.0;Faible
61778;0.0;Faible
61779;0.0;Faible
61780;0.0;Faible
61781;56.7;Eleve
61782;0.1;Faible
61783;0.0;Faible
61784;0.0;Faible
61785;0.0;Faible
61786;0.0;Faible
61788;0.0;Faible
61789;0.0;Faible
61790;0.0;Faible
61791;0.0;Faible
61792;47.8;Modere
61793;0.0;Faible
61794;4.1;Faible
61796;74.9;Critique
61798;0.0;Faible
61802;0.0;Faible
61803;0.0;Faible
61804;27.9;Faible
61805;0.0;Faible
61806;0.0;Faible
61808;0.0;Faible
61810;0.0;Faible
61811;0.0;Faible
61813;31.8;Modere
61814;0.0;Faible
61815;22.6;Faible
61816;72.7;Critique
61817;75.9;Critique
61820;0.0;Faible
61821;79.2;Critique
61823;0.0;Faible
61824;40.4;Modere
61825;45.1;Modere
61826;0.0;Faible
61827;0.0;Faible
61828;20.3;Faible
61829;0.0;Faible
61830;0.0;Faible
61832;0.0;Faible
61833;0.0;Faible
61835;0.0;Faible
61837;0.0;Faible
61839;0.0;Faible
61840;0.0;Faible
61841;0.0;Faible
61842;26.2;Faible
61844;0.0;Faible
61845;0.0;Faible
61846;0.0;Faible
61848;0.0;Faible
61849;0.0;Faible
61850;0.0;Faible
61851;0.0;Faible
61853;0.0;Faible
61854;0.0;Faible
61855;0.0;Faible
61856;0.0;Faible
61857;52.1;Eleve
61858;0.0;Faible
61859;0.0;Faible
61860;0.0;Faible
61861;0.0;Faible
61863;0.0;Faible
61864;0.0;Faible
61865;0.0;Faible
61866;0.0;Faible
61867;0.0;Faible
61868;0.0;Faible
61869;27.9;Faible
61871;0.0;Faible
61872;0.1;Faible
61873;12.8;Faible
61875;6.6;Faible
61876;0.0;Faible
61877;0.0;Faible
61878;0.0;Faible
61879;0.0;Faible
61880;43.2;Modere
61881;0.0;Faible
61882;0.0;Faible
61884;9.8;Faible
61885;0.0;Faible
61886;0.0;Faible
61887;0.0;Faible
61888;76.5;Critique
61890;0.0;Faible
61891;10.6;Faible
61892;0.0;Faible
61893;0.0;Faible
61894;0.0;Faible
61895;0.0;Faible
61896;0.0;Faible
61897;0.0;Faible
61898;0.0;Faible
61899;0.0;Faible
61900;0.0;Faible
61901;0.1;Faible
61902;69.8;Eleve
61904;0.0;Faible
61905;0.0;Faible
61906;0.0;Faible
61907;0.0;Faible
61908;0.0;Faible
61909;31.3;Modere
61910;0.0;Faible
61911;0.0;Faible
61913;0.0;Faible
61914;0.0;Faible
61915;0.0;Faible
61916;0.0;Faible
61917;28.0;Faible
61919;0.0;Faible
61920;0.0;Faible
61921;0.0;Faible
61922;0.0;Faible
61924;0.0;Faible
61926;0.0;Faible
61927;0.0;Faible
61928;35.4;Modere
61929;0.0;Faible
61930;41.5;Modere
61931;0.0;Faible
61932;0.0;Faible
61933;0.0;Faible
61934;0.0;Faible
61935;0.0;Faible
61936;23.8;Faible
61937;0.0;Faible
61939;0.1;Faible
61940;0.0;Faible
61941;0.0;Faible
61942;0.0;Faible
61943;42.1;Modere
61944;0.0;Faible
61945;60.5;Eleve
61946;41.5;Modere
61947;0.0;Faible
61948;12.3;Faible
61949;0.0;Faible
61950;0.0;Faible
61951;0.0;Faible
61952;0.0;Faible
61953;5.4;Faible
61954;0.0;Faible
61955;0.0;Faible
61956;54.1;Eleve
61958;0.0;Faible
61960;0.0;Faible
61961;0.0;Faible
61963;0.0;Faible
61965;0.0;Faible
61967;0.0;Faible
61968;0.0;Faible
61969;0.0;Faible
61970;0.0;Faible
61971;0.0;Faible
61972;0.0;Faible
61973;0.0;Faible
61974;0.0;Faible
61975;0.0;Faible
61976;0.0;Faible
61979;0.0;Faible
61981;0.0;Faible
61982;0.0;Faible
61983;71.8;Critique
61984;4.3;Faible
61985;16.2;Faible
61986;0.0;Faible
61987;0.0;Faible
61988;0.0;Faible
61990;55.4;Eleve
61991;0.0;Faible
61992;34.1;Modere
61993;0.0;Faible
61994;0.0;Faible
61995;0.0;Faible
61997;0.0;Faible
61998;61.1;Eleve
62000;0.0;Faible
62001;14.5;Faible
62003;0.0;Faible
62004;0.0;Faible
62005;0.0;Faible
62006;29.7;Faible
62007;0.0;Faible
62008;0.0;Faible
62009;0.0;Faible
62010;0.0;Faible
62011;0.0;Faible
62012;0.0;Faible
62013;0.0;Faible
62014;0.0;Faible
62015;0.0;Faible
62016;0.0;Faible
62018;0.0;Faible
62019;52.3;Eleve
62020;0.0;Faible
62021;69.0;Eleve
62022;0.0;Faible
62023;36.0;Modere
62026;0.0;Faible
62027;36.1;Modere
62028;0.0;Faible
62029;0.0;Faible
62030;0.0;Faible
62031;0.0;Faible
62033;37.6;Modere
62034;0.0;Faible
62035;0.0;Faible
62036;56.1;Eleve
62037;0.0;Faible
62038;0.0;Faible
62039;22.2;Faible
62040;0.0;Faible
62042;0.0;Faible
62043;0.0;Faible
62044;0.0;Faible
62046;0.0;Faible
62047;0.0;Faible
62049;0.0;Faible
62050;0.0;Faible
62051;0.0;Faible
62053;0.0;Faible
62056;0.0;Faible
62057;67.6;Eleve
62059;0.0;Faible
62060;0.0;Faible
62061;0.0;Faible
62062;0.0;Faible
62063;0.0;Faible
62064;0.0;Faible
62065;0.0;Faible
62066;0.0;Faible
62068;0.0;Faible
62071;0.0;Faible
62074;0.0;Faible
62075;0.0;Faible
62076;0.0;Faible
62077;0.0;Faible
62078;0.0;Faible
62082;0.0;Faible
62083;65.4;Eleve
62084;0.0;Faible
62085;0.0;Faible
62086;29.3;Faible
62087;61.5;Eleve
62088;54.3;Eleve
62089;0.0;Faible
62090;0.0;Faible
62091;0.0;Faible
62092;0.0;Faible
62093;72.6;Critique
62094;0.0;Faible
62095;0.0;Faible
62098;0.0;Faible
62099;0.0;Faible
62100;0.0;Faible
62101;68.8;Eleve
62102;0.0;Faible
62104;0.0;Faible
62105;0.0;Faible
62107;0.0;Faible
62108;55.3;Eleve
62109;0.0;Faible
62110;46.9;Modere
62112;40.9;Modere
62113;35.7;Modere
62114;0.0;Faible
62115;0.0;Faible
62116;0.0;Faible
62117;0.0;Faible
62118;0.0;Faible
62119;40.4;Modere
62120;0.0;Faible
62121;4.9;Faible
62122;0.0;Faible
62123;0.0;Faible
62124;0.0;Faible
62125;28.1;Faible
62126;36.5;Modere
62127;32.6;Modere
62128;0.0;Faible
62129;0.0;Faible
62130;0.0;Faible
62131;0.0;Faible
62133;0.0;Faible
62134;72.9;Critique
62135;0.0;Faible
62136;86.5;Critique
62137;0.0;Faible
62139;9.6;Faible
62140;0.0;Faible
62141;0.0;Faible
62142;0.0;Faible
62144;0.0;Faible
62145;0.0;Faible
62148;29.0;Faible
62149;0.0;Faible
62153;0.0;Faible
62154;17.5;Faible
62155;1.8;Faible
62157;0.0;Faible
62159;22.4;Faible
62160;0.0;Faible
62161;0.0;Faible
62162;0.0;Faible
62163;0.0;Faible
62165;0.0;Faible
62166;0.0;Faible
62167;0.0;Faible
62168;0.0;Faible
62169;0.0;Faible
62171;0.0;Faible
62172;39.8;Modere
62173;0.0;Faible
62174;0.0;Faible
62175;0.0;Faible
62176;0.0;Faible
62179;0.0;Faible
62180;37.5;Modere
62181;0.0;Faible
62182;0.0;Faible
62183;0.0;Faible
62185;0.0;Faible
62187;0.0;Faible
62188;8.4;Faible
62190;0.0;Faible
62191;0.0;Faible
62192;0.0;Faible
62193;0.0;Faible
62194;0.0;Faible
62195;0.0;Faible
62196;22.9;Faible
62197;0.0;Faible
62198;0.0;Faible
62199;0.0;Faible
62200;0.0;Faible
62201;0.0;Faible
62202;0.0;Faible
62203;0.0;Faible
62204;0.0;Faible
62206;0.0;Faible
62207;0.0;Faible
62208;0.0;Faible
62209;0.0;Faible
62210;0.0;Faible
62211;17.5;Faible
62212;0.0;Faible
62213;0.0;Faible
62214;0.0;Faible
62215;0.0;Faible
62216;0.0;Faible
62217;0.0;Faible
62218;0.0;Faible
62219;0.0;Faible
62220;0.0;Faible
62221;0.0;Faible
62222;0.0;Faible
62223;0.0;Faible
62224;0.0;Faible
62228;0.0;Faible
62231;0.0;Faible
62232;0.0;Faible
62233;0.0;Faible
62234;0.0;Faible
62235;69.4;Eleve
62236;0.0;Faible
62237;0.0;Faible
62238;0.0;Faible
62239;0.0;Faible
62240;0.0;Faible
62241;0.0;Faible
62244;53.4;Eleve
62245;0.0;Faible
62246;0.0;Faible
62247;0.0;Faible
62248;62.8;Eleve
62249;0.0;Faible
62250;0.0;Faible
62251;0.0;Faible
62252;0.0;Faible
62257;0.0;Faible
62258;0.0;Faible
62259;0.0;Faible
62260;0.0;Faible
62261;0.0;Faible
62262;0.0;Faible
62263;20.4;Faible
62264;0.0;Faible
62266;0.0;Faible
62267;0.0;Faible
62268;0.0;Faible
62269;42.2;Modere
62270;0.0;Faible
62271;0.0;Faible
62273;41.6;Modere
62274;0.0;Faible
62275;0.0;Faible
62276;0.0;Faible
62277;0.0;Faible
62278;50.7;Eleve
62279;0.0;Faible
62281;30.6;Modere
62282;0.0;Faible
62283;0.0;Faible
62284;0.0;Faible
62288;37.2;Modere
62289;0.0;Faible
62290;0.0;Faible
62291;0.0;Faible
62292;33.8;Modere
62294;0.0;Faible
62296;0.0;Faible
62297;0.0;Faible
62298;0.0;Faible
62299;40.1;Modere
62300;0.0;Faible
62301;0.0;Faible
62302;0.0;Faible
62303;31.7;Modere
62305;0.0;Faible
62306;0.0;Faible
62307;0.0;Faible
62308;0.0;Faible
62310;0.0;Faible
62311;0.0;Faible
62312;0.0;Faible
62313;0.0;Faible
62314;0.0;Faible
62315;0.0;Faible
62316;0.0;Faible
62317;36.7;Modere
62318;0.0;Faible
62319;0.0;Faible
62320;0.0;Faible
62321;0.0;Faible
62322;0.0;Faible
62323;0.0;Faible
62325;0.0;Faible
62326;0.0;Faible
62327;0.0;Faible
62330;0.0;Faible
62331;0.0;Faible
62332;0.0;Faible
62333;0.0;Faible
62334;8.6;Faible
62335;0.0;Faible
62337;59.8;Eleve
62338;0.0;Faible
62341;9.8;Faible
62345;0.0;Faible
62346;0.0;Faible
62348;16.2;Faible
62349;7.8;Faible
62350;0.0;Faible
62351;0.0;Faible
62352;0.0;Faible
62353;0.0;Faible
62354;0.0;Faible
62355;0.0;Faible
62359;0.0;Faible
62360;0.0;Faible
62361;51.8;Eleve
62363;78.0;Critique
62365;78.4;Critique
62366;0.0;Faible
62367;0.0;Faible
62368;0.0;Faible
62370;0.0;Faible
62371;64.6;Eleve
62372;0.0;Faible
62374;0.0;Faible
62376;14.7;Faible
62377;0.0;Faible
62378;0.0;Faible
62379;0.1;Faible
62380;0.0;Faible
62381;0.0;Faible
62383;11.5;Faible
62384;0.0;Faible
62387;0.0;Faible
62388;5.2;Faible
62389;0.0;Faible
62390;0.0;Faible
62392;0.0;Faible
62393;0.0;Faible
62396;8.6;Faible
62397;0.0;Faible
62398;0.0;Faible
62399;0.0;Faible
62400;0.0;Faible
62401;0.0;Faible
62402;40.6;Modere
62403;42.9;Modere
62404;0.0;Faible
62405;0.0;Faible
62406;55.3;Eleve
62407;0.0;Faible
62408;0.0;Faible
62409;37.7;Modere
62410;0.0;Faible
62411;0.0;Faible
62412;0.0;Faible
62414;0.0;Faible
62415;35.0;Modere
62416;0.0;Faible
62417;46.5;Modere
62419;0.0;Faible
62420;0.0;Faible
62421;0.0;Faible
62422;0.0;Faible
62423;0.0;Faible
62424;0.0;Faible
62425;35.4;Modere
62426;0.0;Faible
62427;52.5;Eleve
62428;0.0;Faible
62429;0.0;Faible
62430;0.0;Faible
62431;0.0;Faible
62433;0.0;Faible
62434;0.3;Faible
62435;0.0;Faible
62437;0.0;Faible
62438;0.0;Faible
62439;0.0;Faible
62440;0.0;Faible
62441;0.0;Faible
62442;0.0;Faible
62443;0.0;Faible
62444;0.0;Faible
62445;0.0;Faible
62446;46.4;Modere
62447;0.0;Faible
62448;0.0;Faible
62449;0.0;Faible
62450;0.0;Faible
62451;0.0;Faible
62452;0.0;Faible
62454;0.0;Faible
62455;0.0;Faible
62456;8.2;Faible
62457;0.0;Faible
62459;0.0;Faible
62460;0.0;Faible
62462;0.0;Faible
62463;0.0;Faible
62464;0.0;Faible
62465;0.0;Faible
62466;0.0;Faible
62467;0.0;Faible
62468;0.0;Faible
62469;0.0;Faible
62470;0.0;Faible
62472;0.0;Faible
62473;0.0;Faible
62476;0.0;Faible
62477;0.0;Faible
62478;70.7;Critique
62479;0.0;Faible
62480;0.0;Faible
62481;0.0;Faible
62482;0.0;Faible
62483;0.0;Faible
62484;0.0;Faible
62486;57.0;Eleve
62488;0.0;Faible
62489;0.0;Faible
62490;0.0;Faible
62491;0.0;Faible
62492;30.2;Modere
62496;49.1;Modere
62497;0.0;Faible
62498;0.0;Faible
62499;0.0;Faible
62500;19.4;Faible
62501;0.0;Faible
62502;0.0;Faible
62503;0.0;Faible
62504;0.0;Faible
62505;0.0;Faible
62506;0.0;Faible
62507;0.0;Faible
62508;0.0;Faible
62509;0.0;Faible
62510;0.0;Faible
62511;0.0;Faible
62512;0.0;Faible
62514;0.0;Faible
62515;0.0;Faible
62516;41.3;Modere
62518;11.9;Faible
62519;0.0;Faible
62520;36.3;Modere
62521;0.0;Faible
62522;0.0;Faible
62523;0.0;Faible
62524;51.1;Eleve
62525;0.0;Faible
62526;0.0;Faible
62528;0.0;Faible
62530;0.0;Faible
62531;0.0;Faible
62533;0.0;Faible
62535;0.0;Faible
62536;0.0;Faible
62537;0.0;Faible
62538;0.0;Faible
62539;0.0;Faible
62540;0.0;Faible
62541;0.0;Faible
62542;0.0;Faible
62543;0.0;Faible
62544;0.0;Faible
62545;0.0;Faible
62546;0.0;Faible
62548;0.0;Faible
62549;0.0;Faible
62550;0.0;Faible
62551;0.0;Faible
62552;0.0;Faible
62553;0.0;Faible
62554;22.7;Faible
62555;0.0;Faible
62556;25.1;Faible
62558;10.2;Faible
62559;0.0;Faible
62560;6.4;Faible
62562;0.0;Faible
62563;0.0;Faible
62564;0.0;Faible
62565;22.7;Faible
62566;0.0;Faible
62567;59.9;Eleve
62568;0.0;Faible
62571;0.0;Faible
62573;0.0;Faible
62575;0.0;Faible
62576;0.0;Faible
62577;0.0;Faible
62578;0.0;Faible
62580;24.3;Faible
62585;0.0;Faible
62587;8.7;Faible
62588;0.0;Faible
62589;0.0;Faible
62590;61.5;Eleve
62591;28.4;Faible
62592;0.0;Faible
62593;0.0;Faible
62594;0.0;Faible
62595;0.0;Faible
62596;0.0;Faible
62597;0.0;Faible
62599;0.0;Faible
62600;0.0;Faible
62601;63.5;Eleve
62602;0.0;Faible
62605;0.0;Faible
62607;0.0;Faible
62608;0.0;Faible
62610;48.3;Modere
62611;0.0;Faible
62612;25.2;Faible
62614;12.6;Faible
62616;0.0;Faible
62617;0.0;Faible
62618;0.0;Faible
62619;0.0;Faible
62620;0.0;Faible
62624;0.0;Faible
62625;42.5;Modere
62626;0.0;Faible
62627;0.0;Faible
62628;27.3;Faible
62629;0.0;Faible
62631;0.0;Faible
62632;0.0;Faible
62633;10.3;Faible
62635;50.8;Eleve
62636;0.0;Faible
62637;0.0;Faible
62638;0.0;Faible
62639;0.0;Faible
62640;37.7;Modere
62641;0.0;Faible
62642;0.0;Faible
62644;0.0;Faible
62646;0.0;Faible
62647;0.0;Faible
62648;0.0;Faible
62649;0.0;Faible
62650;0.0;Faible
62652;17.0;Faible
62653;52.9;Eleve
62654;0.0;Faible
62656;12.4;Faible
62657;0.0;Faible
62660;0.0;Faible
62662;0.0;Faible
62664;0.0;Faible
62666;8.2;Faible
62667;0.0;Faible
62668;29.9;Faible
62670;0.0;Faible
62671;0.0;Faible
62672;0.0;Faible
62673;0.0;Faible
62674;0.0;Faible
62676;0.0;Faible
62677;0.0;Faible
62678;0.0;Faible
62679;0.0;Faible
62681;0.0;Faible
62683;0.0;Faible
62684;0.0;Faible
62685;0.0;Faible
62686;0.0;Faible
62687;0.0;Faible
62688;0.0;Faible
62690;0.0;Faible
62691;36.8;Modere
62692;58.6;Eleve
62693;0.0;Faible
62694;55.9;Eleve
62695;0.0;Faible
62696;44.1;Modere
62698;0.0;Faible
62699;16.4;Faible
62700;0.0;Faible
62701;0.0;Faible
62703;0.0;Faible
62704;0.0;Faible
62705;29.3;Faible
62706;0.0;Faible
62707;0.0;Faible
62708;0.0;Faible
62709;0.0;Faible
62710;0.0;Faible
62711;0.0;Faible
62712;0.0;Faible
62713;0.0;Faible
62714;0.0;Faible
62715;0.0;Faible
62716;0.0;Faible
62717;0.0;Faible
62718;0.0;Faible
62719;0.0;Faible
62720;0.0;Faible
62721;0.0;Faible
62722;0.0;Faible
62723;0.0;Faible
62724;0.0;Faible
62727;0.0;Faible
62728;57.9;Eleve
62729;0.0;Faible
62730;0.0;Faible
62731;47.6;Modere
62734;4.3;Faible
62736;0.0;Faible
62737;0.0;Faible
62739;0.0;Faible
62741;0.0;Faible
62742;7.9;Faible
62743;0.0;Faible
62745;0.0;Faible
62746;0.0;Faible
62747;11.7;Faible
62748;0.0;Faible
62749;16.2;Faible
62751;0.0;Faible
62753;0.0;Faible
62754;0.0;Faible
62755;0.0;Faible
62756;0.0;Faible
62757;0.0;Faible
62759;20.2;Faible
62760;0.0;Faible
62761;51.4;Eleve
62763;0.0;Faible
62764;0.0;Faible
62766;35.7;Modere
62768;0.0;Faible
62769;0.0;Faible
62770;0.0;Faible
62771;0.0;Faible
62772;28.6;Faible
62773;0.0;Faible
62774;0.0;Faible
62775;0.0;Faible
62776;65.4;Eleve
62782;0.0;Faible
62783;0.0;Faible
62784;9.3;Faible
62785;0.0;Faible
62787;0.0;Faible
62788;0.0;Faible
62789;54.2;Eleve
62791;51.9;Eleve
62792;0.0;Faible
62793;0.0;Faible
62794;0.0;Faible
62795;0.0;Faible
62796;0.0;Faible
62797;0.0;Faible
62798;9.4;Faible
62800;0.0;Faible
62801;0.0;Faible
62802;0.0;Faible
62803;16.7;Faible
62804;58.5;Eleve
62805;0.0;Faible
62806;0.0;Faible
62807;0.0;Faible
62808;0.0;Faible
62809;0.0;Faible
62810;32.0;Modere
62811;0.0;Faible
62812;0.0;Faible
62813;0.0;Faible
62814;0.0;Faible
62815;0.0;Faible
62819;24.7;Faible
62820;0.0;Faible
62821;0.0;Faible
62822;6.7;Faible
62823;0.0;Faible
62824;0.0;Faible
62825;0.0;Faible
62827;0.0;Faible
62828;0.0;Faible
62830;0.0;Faible
62834;0.0;Faible
62835;0.0;Faible
62836;0.0;Faible
62837;0.0;Faible
62838;21.7;Faible
62839;46.7;Modere
62840;0.0;Faible
62842;0.0;Faible
62843;0.0;Faible
62844;0.0;Faible
62845;0.0;Faible
62847;0.0;Faible
62848;0.0;Faible
62849;0.0;Faible
62850;0.0;Faible
62851;0.0;Faible
62852;0.0;Faible
62853;0.0;Faible
62854;0.0;Faible
62855;0.0;Faible
62856;0.0;Faible
62857;0.0;Faible
62858;0.0;Faible
62859;0.0;Faible
62860;0.0;Faible
62863;0.0;Faible
62865;0.0;Faible
62866;0.0;Faible
62867;0.0;Faible
62868;0.0;Faible
62869;0.0;Faible
62870;21.1;Faible
62871;0.0;Faible
62873;0.0;Faible
62875;31.8;Modere
62876;0.0;Faible
62878;0.0;Faible
62879;0.0;Faible
62880;0.0;Faible
62882;16.3;Faible
62883;0.0;Faible
62885;19.9;Faible
62886;0.1;Faible
62887;0.0;Faible
62888;0.0;Faible
62889;4.8;Faible
62890;0.0;Faible
62891;0.0;Faible
62892;0.0;Faible
62893;0.0;Faible
62894;0.0;Faible
62895;0.0;Faible
62896;27.8;Faible
62897;0.0;Faible
62898;0.0;Faible
62899;27.8;Faible
62901;0.0;Faible
62903;0.0;Faible
62904;0.0;Faible
62905;0.0;Faible
62906;73.7;Critique
62908;0.0;Faible
62909;0.0;Faible
62910;0.0;Faible
62912;0.0;Faible
62913;43.9;Modere
62914;0.0;Faible
62916;0.0;Faible
62917;24.4;Faible
62919;0.0;Faible
62920;6.4;Faible
62921;0.0;Faible
62922;42.1;Modere
62923;0.0;Faible
62924;0.0;Faible
62927;0.0;Faible
62928;0.0;Faible
62931;0.0;Faible
62934;0.0;Faible
62936;0.0;Faible
62938;0.0;Faible
62939;60.3;Eleve
62940;47.5;Modere
62941;0.0;Faible
62942;0.0;Faible
62944;0.0;Faible
62947;0.0;Faible
62948;0.0;Faible
62949;57.1;Eleve
62950;0.0;Faible
62952;0.0;Faible
62956;0.0;Faible
62958;0.0;Faible
62959;46.5;Modere
62960;0.0;Faible
62961;0.0;Faible
62962;0.0;Faible
62964;0.0;Faible
62965;0.0;Faible
62966;0.0;Faible
62967;17.2;Faible
62969;0.0;Faible
62971;0.0;Faible
62972;32.6;Modere
62973;0.0;Faible
62974;0.0;Faible
62975;0.0;Faible
62976;8.3;Faible
62977;0.2;Faible
62978;0.0;Faible
62979;0.0;Faible
62982;0.0;Faible
62983;0.0;Faible
62984;0.0;Faible
62985;0.0;Faible
62986;0.0;Faible
62987;0.0;Faible
62988;0.0;Faible
62989;0.0;Faible
62990;0.0;Faible
62991;0.0;Faible
62992;0.0;Faible
62993;0.0;Faible
62995;0.0;Faible
62996;0.0;Faible
62997;0.0;Faible
62998;0.0;Faible
62999;27.4;Faible
63000;0.0;Faible
63001;0.0;Faible
63002;0.0;Faible
63003;0.0;Faible
63006;0.0;Faible
63007;0.0;Faible
63008;0.0;Faible
63009;0.0;Faible
63010;0.0;Faible
63012;0.0;Faible
63013;0.0;Faible
63014;0.0;Faible
63015;0.0;Faible
63017;33.0;Modere
63018;0.0;Faible
63019;0.0;Faible
63020;0.0;Faible
63021;0.0;Faible
63022;0.0;Faible
63023;0.0;Faible
63025;0.0;Faible
63026;0.0;Faible
63027;0.0;Faible
63028;0.0;Faible
63029;0.0;Faible
63030;0.0;Faible
63032;23.7;Faible
63033;0.0;Faible
63034;0.0;Faible
63035;0.0;Faible
63036;0.0;Faible
63037;0.0;Faible
63039;80.6;Critique
63040;0.0;Faible
63041;14.0;Faible
63042;0.0;Faible
63043;0.0;Faible
63045;40.6;Modere
63046;0.0;Faible
63047;0.0;Faible
63048;0.0;Faible
63049;61.1;Eleve
63050;0.0;Faible
63051;0.0;Faible
63052;0.0;Faible
63054;0.0;Faible
63055;0.0;Faible
63056;0.0;Faible
63057;0.0;Faible
63058;0.0;Faible
63060;0.0;Faible
63061;0.0;Faible
63062;0.0;Faible
63063;0.0;Faible
63064;0.0;Faible
63065;0.0;Faible
63066;0.0;Faible
63067;0.0;Faible
63068;0.0;Faible
63070;0.0;Faible
63071;0.0;Faible
63072;0.0;Faible
63074;0.0;Faible
63076;36.0;Modere
63077;0.0;Faible
63078;0.0;Faible
63079;0.0;Faible
63080;0.0;Faible
63081;0.0;Faible
63082;0.0;Faible
63083;0.0;Faible
63084;0.0;Faible
63085;79.0;Critique
63086;0.0;Faible
63087;0.0;Faible
63088;31.4;Modere
63090;0.0;Faible
63091;0.0;Faible
63092;0.0;Faible
63094;0.0;Faible
63095;0.0;Faible
63097;0.0;Faible
63099;0.0;Faible
63100;0.0;Faible
63101;0.0;Faible
63102;0.0;Faible
63103;0.0;Faible
63104;0.0;Faible
63105;0.0;Faible
63106;8.8;Faible
63107;0.0;Faible
63108;0.0;Faible
63109;0.0;Faible
63110;0.0;Faible
63111;0.0;Faible
63112;47.9;Modere
63113;0.0;Faible
63116;0.0;Faible
63117;0.0;Faible
63118;0.0;Faible
63119;0.0;Faible
63120;0.0;Faible
63121;0.0;Faible
63122;0.0;Faible
63123;0.0;Faible
63124;0.0;Faible
63125;0.0;Faible
63128;9.5;Faible
63129;0.0;Faible
63131;0.0;Faible
63132;9.5;Faible
63133;0.0;Faible
63134;0.0;Faible
63137;0.0;Faible
63138;0.0;Faible
63139;0.0;Faible
63140;24.3;Faible
63141;55.0;Eleve
63142;0.0;Faible
63143;34.3;Modere
63144;0.0;Faible
63145;0.0;Faible
63146;0.0;Faible
